Contents,Province,Date,Users,like_counts
真的是 人挤人 错峰出行不香吗 [允悲]避开高峰嘛,其他,Mon Apr 22 17:46:04  2024,面粉爱面包,0
每次买不下车票，倒来倒去上车补票，最后发现车厢里总有那么多空位，这不是浪费是啥[怒],北京,Mon Apr 22 17:45:49  2024,wsy1810124,0
对，多买几站就能买到,其他,Mon Apr 22 17:45:45  2024,PPgo_go,0
我也不想买长呀，比如去年从成都到西宁去，成都到西宁有票，德阳到西宁就没有啊,四川 德阳,Mon Apr 22 17:45:43  2024,cathy-zheng25,0
[跪了][跪了][跪了] 系统能不能改，真的难改吗？现在这个情况，别人都买长乘短，我不买老实等放票的话结局就是买不到票，你说我能怎么办？我只能也买长乘短[摊手][摊手][摊手],浙江,Mon Apr 22 17:45:32  2024,正版芋圆,0
终于有人发现并报道出来了[doge],海外,Mon Apr 22 17:44:59  2024,躺平看报,0
可以优化一下，优先长途，然后再调整短途,广东,Mon Apr 22 17:44:47  2024,L-Raincatsanddogs,0
@雨美梅影 [偷笑],上海 黄浦区,Mon Apr 22 17:44:34  2024,五X七月,0
有一次我买的无座站票 竟然是还必须要多买几站才有票[doge],山西 太原,Mon Apr 22 17:44:33  2024,慌了ing,0
强烈建议先来个预约！大数据算法根据预约情况统筹一下放票，尽量不浪费空座尽量不浪费老百姓的钱[苦涩],山西 太原,Mon Apr 22 17:44:32  2024,小燕子要飞吖飞,0
这盛世，如x所愿,其他,Mon Apr 22 17:44:12  2024,晴天qaqtk,0
我刚刚就这么买的[doge],其他,Mon Apr 22 17:44:04  2024,旋转跳跃脸着地,0
[doge]轻轻松松把钱赚呀,天津,Mon Apr 22 17:44:01  2024,给我魔法药水a,0
归根结底还是人太多了，减少一半出行很多就不存在了,其他,Mon Apr 22 17:44:00  2024,你活跃得像个假号,0
[doge]永远的黄牛🐂…你没得说,湖南 衡阳,Mon Apr 22 17:43:56  2024,沸鸽子,1
一直都是这样，虽然我也很反感，但是如果短途的被买完，长途的怎么回家呢？？？可以理解，但是不喜欢,其他,Mon Apr 22 17:43:55  2024,纸鹤在空中丶,1
不要质疑 本来就是[嘻嘻],上海,Mon Apr 22 17:43:41  2024,0639超默,0
买长乘短多赚钱,湖北 武汉,Mon Apr 22 17:43:27  2024,的巨型反弹,0
一般候补几天能有票啊[允悲],其他,Mon Apr 22 17:43:02  2024,小_自在,0
优先长途的话，为什么长途的票在短途也能上车？？？这就是在变相赚钱！严格规定按票面标注的站上车，短途的无需购买长途票！大家就不会变相多花钱了！,其他,Mon Apr 22 17:43:01  2024,最爱噗宝的ee,0
就吃相难看,江苏 无锡,Mon Apr 22 17:42:48  2024,CSX_031712,0
这样子，多买的站也没有人乘坐，实际上是浪费了一定的乘车资源，希望12306出个顾客多买站转让功能，将顾客转让的间断路程售票，转让成功12306可以收取部分手续费，不成功，顾客继续承担多买路程费用。这样子可以充分有效的利用列车资源，让更多的人可以按需坐上车。,河南,Mon Apr 22 17:42:09  2024,大笨蛋_123,0
我今年回工作城市就是这样，只有买长途才有票，短途根本没有，多花钱买到终点才行，我不理解,北京,Mon Apr 22 17:42:07  2024,麦小猫MM,0
长途卖不完 短途缺票 有时就相差一两站而已。所以  这是什么优先长途政策 还是存在漏洞 还是12306利用系统大数据故意而为之。,上海,Mon Apr 22 17:42:07  2024,爱涂口红的草儿姐,0
对对对，我昨天打电话给12306，客服告诉我我坐八个小时就是短途，我就该坐硬座，卧铺是留给全程的人做的，直言不接受投诉,重庆,Mon Apr 22 17:41:30  2024,在海边散步678,0
只有始发站到终点站有票，这种长途是不是太绝对了？而且其他区间票在开售一秒就变候补甚至灰色。旱的旱死涝的涝死。。。 全程票一直空着，也不给区间票候补，真的资源浪费,辽宁 沈阳,Mon Apr 22 17:41:25  2024,高高欧尼ing,1
是这样的南京到大连没票，常州到大连就有了[融化],江苏 南京,Mon Apr 22 17:41:19  2024,小心我无敌右勾拳打爆你,0
多买了5站，多花了194块才买到[单身狗][单身狗][单身狗],其他,Mon Apr 22 17:41:16  2024,Jacqueline_with_M,0
网上显示票售罄了，去旅行社就有票,西藏 林芝,Mon Apr 22 17:41:14  2024,奇遇记bell,0
从邢台到上海没票还要多买一段 从石家庄到上海就有了,上海 闵行区,Mon Apr 22 17:41:13  2024,时代槑少女,0
这是真的[太开心],广东,Mon Apr 22 17:41:01  2024,Deroor,0
建议那些牛逼的人设计一套比现在合理的方案，能够满足全国十四亿人的,广西,Mon Apr 22 17:40:50  2024,牽只蝸牛散步z,0
是的！回家本来只需要106，非要多买一个站多花20块钱！！,四川 成都,Mon Apr 22 17:40:28  2024,汪思佳一,0
热度怎么掉了[doge],山东 青岛,Mon Apr 22 17:40:09  2024,小先生DXS,0
可是我买长途票也依然买不到啊,上海 嘉定区,Mon Apr 22 17:39:57  2024,幸福糖CC,0
？？？我凭什么要多出钱乘短距离？？？？说白了就是12306你想多赚钱,其他,Mon Apr 22 17:39:57  2024,二次元的月半Lee阿姨,0
那短途的不用回家呗,福建 福州,Mon Apr 22 17:39:43  2024,宝是很饱的宝,0
那短途怎么办呢[失望]而且长途票留的卖不完，能不能少留点卖给短途呢[失望],安徽 合肥,Mon Apr 22 17:39:42  2024,小侯很嗨皮,1
这还用质疑？搞笑,陕西 宝鸡,Mon Apr 22 17:39:34  2024,良辰魅灵,0
建议相关部门该严格查一查中国铁路总公司是否有贪污腐败存在了[doge],北京,Mon Apr 22 17:39:09  2024,楊政穻,0
请把被质疑去掉,广东 深圳,Mon Apr 22 17:38:55  2024,查令十字街23号,0
应该是每一段都有额定的票吧……这很好理解啊…如果你把中间的票都买了要坐全程的怎么办呢,海外 加拿大,Mon Apr 22 17:38:43  2024,爱是孤单的心事,0
多花260，多买四站[泪][泪][泪][泪],四川 成都,Mon Apr 22 17:38:18  2024,swimming小公举,0
多出来的钱都被狗吃了[微笑],广东 深圳,Mon Apr 22 17:38:17  2024,phlcyyyyy,0
我的12309APP，历史记录中显示了我本人没有买过的车票[doge],陕西 咸阳,Mon Apr 22 17:38:13  2024,网络显示出错,0
我话说的明白一点：当我买长途的时候希望优先长途，买短途的时候希望优先短途更好[笑哈哈],江苏,Mon Apr 22 17:38:10  2024,罐罐盆盆瓶瓶,0
这次是短途买不到，下次长途买不到是不是另一群人出来闹？,其他,Mon Apr 22 17:37:58  2024,Brian晨-,1
上车补票本身就是不合理的,上海 闵行区,Mon Apr 22 17:37:55  2024,史泰杰,0
开着闹钟，等在这边瞬间没有，每一次都这样,上海 松江区,Mon Apr 22 17:37:35  2024,风叶行行,0
有问题吗？自己买不到票就叽叽歪歪,其他,Mon Apr 22 17:37:35  2024,沃斯妮-巴巴,0
我也是啊 一百多的票要快三百买12306吃相别太难看了!,其他,Mon Apr 22 17:37:29  2024,粢粢饭糕,0
我去 我就买的这班 也是回天津没票 买到唐山[泪],其他,Mon Apr 22 17:37:28  2024,热爱学习和萝卜的兔子,0
吃相太难看,其他,Mon Apr 22 17:37:24  2024,鱼我海,0
猜我为什么愿意多花钱买长乘短？因为短途不放票啊开售即候补[吐],四川 达州,Mon Apr 22 17:37:14  2024,Wuuuuuuwa,0
其实还有一个问题如果优先短途对算力要求太高了，查查春节期间铁路发送人次就知道，那么多人同时买，实时刷新所有数据，你搜索一次它更新一次，更别说有的人还没有直达车，需要中转再中转，更得多查多看。优先长途无论从那个方面来说都是一个相对好的解决方案,河南,Mon Apr 22 17:37:02  2024,s文苑s,0
这有啥好质疑的 事实就是这样,北京,Mon Apr 22 17:36:51  2024,qwety640881549,0
别说这个事了，我就想问黄牛是怎么能搞到票的，内部人员暗箱操作？我已经连续两年五一找黄牛加钱买了。铁路部门别搞fb好吗,其他,Mon Apr 22 17:36:46  2024,一头小鱼仔丶,0
不要脸就是,上海,Mon Apr 22 17:36:41  2024,可乐罐9子,0
12306是按路段阶段放票，比如春节期间，我乘坐的小站点只放了6张票，秒光，最后买长乘短。 如果要改善这个问题，还是建议把候补前置，按照用户需求放票+调度车辆资源,其他,Mon Apr 22 17:36:32  2024,瘦不下·小胖子,0
我花钱了买长途了，这还要被说吗？,江苏,Mon Apr 22 17:36:29  2024,YYwb_1106,0
不需质疑，就是这样,广东 深圳,Mon Apr 22 17:36:23  2024,M_Aha,0
这应该是需要技术突破的事情吧。那么多车次，那么多站点，那么多乘客，计算量那么大,四川 成都,Mon Apr 22 17:36:21  2024,from-Z,0
过年的时候买票，目的地是倒数第二站，抢了三天抢不了，最后只能买到终点站，多花了一百,广东 深圳,Mon Apr 22 17:36:10  2024,波波是我的小猩猩,0
长途可以留票，但是要留到什么时候才给短途放票,辽宁 沈阳,Mon Apr 22 17:36:09  2024,高高欧尼ing,0
非常可能,北京 朝阳区,Mon Apr 22 17:35:42  2024,学生霖朵,0
开抢就售罄，现在买个票真难，必须买全程票，说的再好听都是为了利益最大化。,内蒙古,Mon Apr 22 17:35:35  2024,暮夏星辰1005,0
没人管管一秒就没票的问题吗,辽宁 沈阳,Mon Apr 22 17:35:32  2024,高高欧尼ing,0
一直很谜，为什么不把所有车次的座位都放出来,江苏 南京,Mon Apr 22 17:35:04  2024,叫我乔纳森好了,0
根本候补不上,其他,Mon Apr 22 17:34:44  2024,青龙出世好运连连,0
以前买票都是准点买票就能买到，现在买票准点也买不到，然后要候补很多趟，最后可能候补到其中一趟。,福建,Mon Apr 22 17:34:23  2024,假美食,0
在技术上，按实际乘坐区间来计费，并退还多收金额并不是不可行，而且可以收取一定金额手续费，引导乘客能够同时候补自己合适区间火车票，并在发车前自动切换和退费。如果能够有替代选择，仍旧借助买长乘短牟利，那么12306则涉嫌滥用市场支配地位。,北京 海淀区,Mon Apr 22 17:34:21  2024,竞争法研究,0
优先长，实际上没什么问题吧[疑问],其他,Mon Apr 22 17:34:15  2024,反正我又不玩博,0
想多收钱您直说,其他,Mon Apr 22 17:34:09  2024,智障真多wtf,0
我就买长乘短过，明明都是一辆车，我先选短的就没有，长的就有票,辽宁 朝阳,Mon Apr 22 17:34:01  2024,W-711-,0
优先长途旅客可以理解，大家基本也都是一放票就开始买了，结果都放票好几天了，长途票还是充足，短途区间票却没有这就不合理啊,安徽 蚌埠,Mon Apr 22 17:33:57  2024,Molly嘞,0
尊嘟很烦 天天让人家买多几站,上海,Mon Apr 22 17:33:52  2024,阳阳不慌不慌稳住能赢,0
也可以不买咯？,上海 静安区,Mon Apr 22 17:33:52  2024,Andymama001,0
我去省外上学，算好时间等着抢票，还用了抢票软件，可是时间一到根本抢不到，但是隔了两个站也就是全程票充足的要命，我后面没办法买了，然后我一直到坐车哪天，我每天都看，但是根本还是买不到票，而全程票还是一直有，根本不用抢，这就是所谓的算法?,四川 乐山,Mon Apr 22 17:33:50  2024,川川同学啊,0
啊该说不说本次五一本蒋女士的两段旅程也都是买长乘短才能有票的呢[老师好],北京 朝阳区,Mon Apr 22 17:33:48  2024,啵啵的Randido,0
确实，都去买短途去，长途的去坐几天的大巴去，坐什么高铁火车呢，短途我十几分钟就到站了[doge][doge],其他,Mon Apr 22 17:33:44  2024,当年小楼西123,0
不太理解为啥这样，非要让人多买几站 上次出去玩来回都多买才有票,安徽,Mon Apr 22 17:33:40  2024,比鲁斯SAMA--,0
换乘也是路线短的有平价票，路线长的只能商务或以上[二哈],浙江,Mon Apr 22 17:33:35  2024,鲨鱼鲨人鱼,0
真的很无奈，已经至少3年都买长程短了[并不简单]还有一发售即候补都无话可说了,海外 其他,Mon Apr 22 17:33:34  2024,Hello_5k,0
最近12306怎么老上热搜,其他,Mon Apr 22 17:33:30  2024,D1abo_,0
谁不是被迫买长乘短，12306恨不得都是买始发站到终点站的人…,天津 滨海新区,Mon Apr 22 17:33:19  2024,大叔的野路子,0
过年就是这样，我买的还不算短程，结果推荐我买了全程,其他,Mon Apr 22 17:33:16  2024,哈尼的猫猫,0
是的，武汉到苏州秒没，武汉到上海就有。很奇怪，上海比苏州多两站，就是到苏州没有票，即使提前好多天去窗口询问也是说，可以提前下车，但不可以退差价。就是让多买两站。,江苏 苏州,Mon Apr 22 17:33:02  2024,JessieG洁,0
真特么矫情,陕西 西安,Mon Apr 22 17:32:47  2024,菊花厂西非哥,0
确实，我们过年去潮汕的时候也这样,陕西 西安,Mon Apr 22 17:32:38  2024,苏芸熙s,0
优先短途的话，要是高铁无法盈利直接停运了算了。大家都别做高铁了,广东 广州,Mon Apr 22 17:32:36  2024,zBNz,0
该整治了,山东,Mon Apr 22 17:32:32  2024,独木舟的zhou,0
过年也碰到了啊，没办法，只能买长,其他,Mon Apr 22 17:32:32  2024,虾宝儿娘亲,0
到终点的是人，半程的不是人[允悲][允悲],其他,Mon Apr 22 17:32:29  2024,水沝淼HAN,0
这个在十几年前我还上大学就这样了，而且我多买了站，他们还跟我说多买了不能享受学生票区间了,海外,Mon Apr 22 17:32:23  2024,春日清欢_CC,0
终于有人站出来了,北京,Mon Apr 22 17:32:19  2024,小豆星球i,0
为什么，钱是很好挣的吗？,山西 太原,Mon Apr 22 17:32:14  2024,Kosin努力努力再努力,0
提前预约了 半天抢不到票 转手去携程直接抢到了……,河南,Mon Apr 22 17:32:11  2024,马上浪漫,0
我每次过年回家基本都只能靠买长乘短，不多买根本买不到。。。有时候多买好几站，没办法，没得选择,北京 东城区,Mon Apr 22 17:32:04  2024,木头圈圈_25352,0
我过年那会就发现了 明明有空位一直 我不多买一站就是买不到票,北京 朝阳区,Mon Apr 22 17:31:46  2024,鱼头和锦鲤在手的luna,1
不如把中间站都取消了  只留起点站和终点站,其他,Mon Apr 22 17:31:36  2024,记忆如花纷飞,0
早就想投诉了,其他,Mon Apr 22 17:31:25  2024,寻一页星光real永夏城,0
五一不是还有一星期多，短途的这么着急？,浙江 杭州,Mon Apr 22 17:31:21  2024,江格儿,0
没钱补贴了 涨价的手段而已 跟燃气表一样,其他,Mon Apr 22 17:31:19  2024,山田凉伊地知虹夏,0
现在科技发展这么迅速 系统功能就不能显示已售出的坐席？,广东 广州,Mon Apr 22 17:31:11  2024,bingxue240,0
明明可以通过中转来调剂，说长途优先理解铁路方面的做法的人心地善良,上海,Mon Apr 22 17:31:02  2024,huanghelen2011,0
没错！我就是没办法只能买长的,江苏 南京,Mon Apr 22 17:30:57  2024,就是一只小粉驴吖,0
一开售我就进去了  我怀疑根本没放票  我买的最慢的车要坐十几个小时都莫得票  但是多买十站就有票  十站要多付多少钱啊,其他,Mon Apr 22 17:30:47  2024,记忆如花纷飞,0
不是一直都这样的吗[微笑],广东 深圳,Mon Apr 22 17:30:47  2024,park_yeeun,0
星巴克：建议买小杯 但是我们没有[doge],上海 松江区,Mon Apr 22 17:30:26  2024,Sean_平光奇,0
以前想买长乘短需要去自己查，现在智行火车票开始无票首推了，不知道是不是应该感谢一下[doge][doge],黑龙江 哈尔滨,Mon Apr 22 17:30:15  2024,海陆火辣烧烤,1
